scenario,test_method,test_kind,step_idx,http_method,path,parameter,stem,value,provenance,classification
Flow_Scenario_2498,test_positive_flow_S2498_v16,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v17,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v18,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,b3f2e1a0-5c7d-4e9f-8a6b-2d1c3e5f7a9b,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v19,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v20,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v21,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,Z1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v22,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v23,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v24,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v25,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,Z1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v26,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id_here,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v27,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G123,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v28,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v29,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v30,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,92708982-77af-4318-be25-57ccb0ff69ad,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v31,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v32,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v33,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,1,NEGATIVE_FAULT,negative
Flow_Scenario_2498,test_positive_flow_S2498_v34,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v35,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v36,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v37,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v38,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v39,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G123,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v40,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id_here,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v41,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v42,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G123,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v43,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v44,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,92708982-77af-4318-be25-57ccb0ff69ad,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v45,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing-train-type-id-12345,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v46,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,a3f256c1-0e43-4f7d-9c21-121bf258101f,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v47,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,trainType_id_that_exists,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v48,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing-train-type-id-here,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v49,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,1367db1f-461e-4ab7-87ad-2bcc05fd9cb7,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v50,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v51,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v52,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v53,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v54,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,92708982-77af-4318-be25-57ccb0ff69ad,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v55,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G123,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v56,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,d693a2c5-ef87-4a3c-bef8-600b43f62c68,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v57,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,1,NEGATIVE_FAULT,negative
Flow_Scenario_2498,test_positive_flow_S2498_v58,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v59,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,1367db1f-461e-4ab7-87ad-2bcc05fd9cb7,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v60,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v61,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G123,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v62,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v63,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainsTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v64,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,aefcef3f-3f42-46e8-afd7-6cb2a928bd3d,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v65,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v66,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,1,NEGATIVE_FAULT,negative
Flow_Scenario_2498,test_positive_flow_S2498_v67,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v68,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,GaoTieOne,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v69,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id_here,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v70,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v71,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v72,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing-train-type-id-here,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v73,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v74,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing-train-type-id,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v75,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,92708982-77af-4318-be25-57ccb0ff69ad,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v76,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v77,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id_here,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v78,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G12345,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v79,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G123,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v80,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v81,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,GaoTieOne,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v82,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,GaoTieOne,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v83,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,d693a2c5-ef87-4a3c-bef8-600b43f62c68,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v84,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v86,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v87,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,1,NEGATIVE_FAULT,negative
Flow_Scenario_2498,test_positive_flow_S2498_v88,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G123,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v89,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,GaoTieOne,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v90,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v91,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v92,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id_here,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v93,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G12345,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v94,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v95,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v96,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v97,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,1367db1f-461e-4ab7-87ad-2bcc05fd9cb7,SMART_FETCH,smart_fetch
Flow_Scenario_2498,test_positive_flow_S2498_v98,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,GaoTieOne,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v99,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing-train-type-id,LLM,llm
Flow_Scenario_2498,test_positive_flow_S2498_v100,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,GaoTieOne,LLM,llm
Flow_Scenario_2597,test_positive_flow_S2597_v1,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,T12346,LLM,llm
Flow_Scenario_2597,test_positive_flow_S2597_v2,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_2597,test_positive_flow_S2597_v3,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,d693a2c5-ef87-4a3c-bef8-600b43f62c68,SMART_FETCH,smart_fetch
Flow_Scenario_2597,test_positive_flow_S2597_v4,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,T67890,LLM,llm
Flow_Scenario_2597,test_positive_flow_S2597_v5,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,1367db1f-461e-4ab7-87ad-2bcc05fd9cb7,SMART_FETCH,smart_fetch
Flow_Scenario_2597,test_positive_flow_S2597_v6,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,T99999,LLM,llm
Flow_Scenario_2597,test_positive_flow_S2597_v7,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,SMART_FETCH,smart_fetch
Flow_Scenario_2597,test_positive_flow_S2597_v8,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,084838,LLM,llm
Flow_Scenario_2597,test_positive_flow_S2597_v9,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,d4a5b6c7-8e9f-0a1b-2c3d-4e5f6a7b8c9d,LLM,llm
Flow_Scenario_2597,test_positive_flow_S2597_v10,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,92708982-77af-4318-be25-57ccb0ff69ad,SMART_FETCH,smart_fetch
Flow_Scenario_2597,test_positive_flow_S2597_v11,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,aefcef3f-3f42-46e8-afd7-6cb2a928bd3d,SMART_FETCH,smart_fetch
Flow_Scenario_2597,test_positive_flow_S2597_v12,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,T12346,LLM,llm
Flow_Scenario_2597,test_positive_flow_S2597_v13,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,S2597,LLM,llm
Flow_Scenario_2597,test_positive_flow_S2597_v14,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,a3f256c1-0e43-4f7d-9c21-121bf258101f,SMART_FETCH,smart_fetch
Flow_Scenario_2597,test_positive_flow_S2597_v15,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,new-unique-id-12345,LLM,llm
Flow_Scenario_2597,test_positive_flow_S2597_v16,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,1367db1f-461e-4ab7-87ad-2bcc05fd9cb7,SMART_FETCH,smart_fetch
Flow_Scenario_2597,test_positive_flow_S2597_v17,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,T54321,LLM,llm
Flow_Scenario_2597,test_positive_flow_S2597_v18,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,SMART_FETCH,smart_fetch
Flow_Scenario_2597,test_positive_flow_S2597_v19,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,084838,LLM,llm
Flow_Scenario_2597,test_positive_flow_S2597_v20,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,aefcef3f-3f42-46e8-afd7-6cb2a928bd4e,LLM,llm
Flow_Scenario_337,test_positive_flow_S337_v1,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v1,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v2,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v2,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v3,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v3,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v4,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v4,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v5,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,d693a2c5-ef87-4a3c-bef8-600b43f62c68,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v5,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v6,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v6,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v7,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,1367db1f-461e-4ab7-87ad-2bcc05fd9cb7,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v7,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v8,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v8,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v9,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v9,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v10,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v10,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v11,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,084837,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v11,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v12,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,20eb7122-3a11-423f-b10a-be0dc5bce7db,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v12,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v13,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,92708982-77af-4318-be25-57ccb0ff69ad,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v13,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v14,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v14,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v15,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v15,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v16,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v16,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v17,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v17,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v18,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,aefcef3f-3f42-46e8-afd7-6cb2a928bd3d,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v18,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v19,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,a3f256c1-0e43-4f7d-9c21-121bf258101f,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v19,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v20,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_337,test_positive_flow_S337_v20,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,testuser01,SMART_FETCH,smart_fetch
Flow_Scenario_985,test_positive_flow_S985_v1,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,user_001_abc123def456,SMART_FETCH,smart_fetch
Flow_Scenario_985,test_positive_flow_S985_v1,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,T12345,SMART_FETCH,smart_fetch
Flow_Scenario_985,test_positive_flow_S985_v2,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,7jh90mqol6DgaiEL,SMART_FETCH,smart_fetch
Flow_Scenario_985,test_positive_flow_S985_v2,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,EX-500,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v3,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,7c9e8f1a-2b3d-4e5f-8a7b-6c9d0e1f2a3b,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v3,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,T-004,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v4,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_2,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v4,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,EX-500,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v5,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,a1b2c3d4-e5f6-7890-abcd-ef1234567890,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v5,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,92708982-77af-4318-be25-57ccb0ff69ad,SMART_FETCH,smart_fetch
Flow_Scenario_985,test_positive_flow_S985_v6,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,9a8b7c6d-5e4f-3a2b-1c0d-9e8f7a6b5c4d,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v6,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,SMART_FETCH,smart_fetch
Flow_Scenario_985,test_positive_flow_S985_v7,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,user_001_abc123def456,SMART_FETCH,smart_fetch
Flow_Scenario_985,test_positive_flow_S985_v7,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,T-003,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v8,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_1,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v8,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,T-002,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v9,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_3,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v9,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,EX-503,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v10,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,a1b2c3d4-e5f6-7890-abcd-ef1234567890,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v10,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,T-002,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_985,test_positive_flow_S985_v11,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,b806914f-365a-47a5-a612-a64955d9e93,SMART_FETCH,smart_fetch
Flow_Scenario_985,test_positive_flow_S985_v11,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,TR-301,LLM,llm
