scenario,test_method,test_kind,step_idx,http_method,path,parameter,stem,value,provenance,classification
Flow_Scenario_2716,test_positive_flow_S2716_v7,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v8,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v8,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v8,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v9,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,customer_001,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v9,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v9,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v10,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v10,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v10,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v11,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,account9999,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v11,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v11,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD789012,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v12,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v12,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v12,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v13,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v13,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v13,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD654321,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v14,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_admin,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v14,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v14,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v15,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v15,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v15,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v16,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,98779e1f-8cce-4435-9ff4-81411a9d9bd5,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v16,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v16,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD987654,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v17,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v17,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v17,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v18,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v18,positive,2,PUT,/api/v1/consignservice/consigns,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v18,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v19,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v19,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v19,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v20,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v20,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v20,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v1,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_3473,test_positive_flow_S3473_v2,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v3,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v4,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v5,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v6,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v7,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v8,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v9,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v10,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v11,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_3473,test_positive_flow_S3473_v12,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v13,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v14,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v15,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v16,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v17,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v18,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v19,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v20,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v21,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v22,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v23,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v24,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v25,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v26,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v27,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v28,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v29,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v30,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v31,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v32,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v33,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v34,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v35,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v36,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v37,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v38,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_3473,test_positive_flow_S3473_v39,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v40,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v41,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v42,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v43,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v44,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v45,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v46,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v47,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_3473,test_positive_flow_S3473_v48,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v49,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v50,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v52,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v53,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v54,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v55,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v56,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v57,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v58,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v59,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v62,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v63,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_3473,test_positive_flow_S3473_v64,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v65,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v66,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v67,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v68,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v69,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v70,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_3473,test_positive_flow_S3473_v71,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v72,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v73,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v75,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v76,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v77,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v78,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v79,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v80,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v82,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v83,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v84,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v85,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v86,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v87,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v88,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v89,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v90,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v91,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_3473,test_positive_flow_S3473_v92,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v93,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v94,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v95,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v96,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v97,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v98,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v99,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3473,test_positive_flow_S3473_v100,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v1,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v2,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v3,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v4,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v5,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v6,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v7,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v8,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v9,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v10,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v11,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v12,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v13,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v14,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v15,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v16,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v17,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v18,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v19,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v1,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v1,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v2,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v2,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v3,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v3,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v4,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v4,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v5,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v5,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v6,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v6,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v7,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v7,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v8,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v8,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v9,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
